lon,lat,sd_temp,sd_ocean_heat,sd_glaciers,sd_greenland,sd_antarctic,sd_gmsl,sigma_whitenoise_co2,rho_temperature,rho_ocean_heat,rho_glaciers,rho_greenland,rho_antarctic,rho_gmsl,alpha0_CO2,CO2_0,N2O_0,temperature_0,ocean_heat_0,thermal_s0,greenland_v0,glaciers_v0,glaciers_s0,antarctic_s0,Q10,CO2_fertilization,CO2_diffusivity,heat_diffusivity,rf_scale_aerosol,climate_sensitivity,thermal_alpha,greenland_a,greenland_b,greenland_alpha,greenland_beta,glaciers_beta0,glaciers_n,anto_alpha,anto_beta,antarctic_gamma,antarctic_alpha,antarctic_mu,antarctic_nu,antarctic_precip0,antarctic_kappa,antarctic_flow0,antarctic_runoff_height0,antarctic_c,antarctic_bed_height0,antarctic_slope,antarctic_lambda,antarctic_temp_threshold,dvbm_s,movefactor_s,vslel_s,vslmult_s,wvel_s,wvpdl_s
-87.39,30.47,0.004149256624775244,0.006016078239287313,0.002600749672034845,0.004432080612438519,0.003823398353245763,0.0032796225101228587,0.005421936605229316,0.003088729223829058,0.004462967643225795,0.003106380649152426,0.003569147161717039,0.005130148867498273,0.006324806692661643,0.002882201307825346,0.0049428429550670795,0.0038229539313409167,0.004095668982004961,0.0040471432592526935,0.003041986964967527,0.0031177225892272593,0.003759081603152837,0.002824935491808998,0.004753914635466208,0.00456416693325319,0.00332736414239053,0.002794960402417138,0.004782166555933395,0.04147619466134663,0.14535898088416815,0.005974093585553401,0.0025698591868085125,0.0030709111776232043,0.002772167728031509,0.00450250768713925,0.002848317610985082,0.00449242536034692,0.007166346687097919,0.004980921720924329,0.002791217582843946,0.0044654043213305334,0.01890842708172116,0.002468181163877695,0.002555685750149398,0.0033579383618758934,0.0028826927800077937,0.00341616824524554,0.003401600763376533,0.002973164356201361,0.003246552615656442,0.30338448563470444,0.20425568784073017,0.03165505411892162,0.061591907894361794,0.003046323344906266,0.0031164690031417817,0.004026977584420915,0.0050809226571756905
-87.961,30.675,0.002820430256938114,0.0030246881386634754,0.002209355139688432,0.0022624964459873895,0.0026824483261474372,0.0026200397604650445,0.002591288111641334,0.002413332462131677,0.003009150572559903,0.002765270175593549,0.0032143032334885613,0.0028086625802881643,0.002900872748657291,0.0021049025789424956,0.003002914759506882,0.0027180268489440545,0.003959864934265692,0.0032066355396100045,0.002384333437702061,0.0026236275817859336,0.0024059153439168843,0.002103041943977354,0.002448725516094774,0.0045301884502573124,0.002466557584310886,0.0027764590497886712,0.004265868240350577,0.04184630951632358,0.17423142248371656,0.004028309959551268,0.0022010729924657976,0.002855285610396051,0.0022623914547641928,0.0034435648856690833,0.002309610259090775,0.003086177252966074,0.002894120654451443,0.0031507280350184766,0.002573485894100443,0.0027721761429972485,0.015089055238417156,0.0026941840796544853,0.0022771996154911226,0.002609817701490592,0.0024113585453030607,0.0028446279101755146,0.002555075767970263,0.002211473254794141,0.00258871147399342,0.21515755444487722,0.24575028111243252,0.003923483740579108,0.16584914473818085,0.0029325525656983507,0.0020775130889587263,0.0023187058202535,0.0027352059985150793
-87.917,30.604,0.003226877823316732,0.003112540853615795,0.002747259207002671,0.0026317593316351126,0.0036190735136098036,0.0030135289400213144,0.003026114184503609,0.0026744284216750876,0.0032736721999539592,0.003189597631060567,0.00399354825780547,0.0035686155323711157,0.0035766237530518346,0.0026815261216182784,0.003125220042173044,0.002900040048835816,0.004359987579670904,0.003917126077992721,0.002883595471645911,0.0031945047878593727,0.0031533880984009077,0.0025366313568779314,0.0027078883935818237,0.003922286882819034,0.0030661585297182942,0.0033081378098107263,0.00407682905374802,0.04126692817427964,0.15862960681486754,0.004077675879473301,0.002626855035918119,0.003452035023550186,0.002652304934486953,0.0040872741356345185,0.0025583989583088315,0.0036430427254874015,0.003676508069650874,0.003409989450945571,0.0031608906598045885,0.002954383814908645,0.02182338734923107,0.003207644260026618,0.0025088751313801635,0.003240681089008654,0.002624055512334176,0.003289806820843045,0.0027700835132740804,0.0024765774512135745,0.0032092270540939336,0.26945923582093756,0.22037937196744958,0.002950434238308572,0.1259112773605359,0.0040353781795817315,0.0024461287387404383,0.002847694164713843,0.0031372877666349685
-87.911,30.562,0.0035861380703917237,0.0037546319943147256,0.00240666159609531,0.0025824043734663615,0.0028735538439917585,0.004056848163724705,0.003888506723038856,0.003389261654706375,0.0037780421158355336,0.0028373594167746975,0.00398010334639905,0.003991638991224597,0.004544060445652249,0.002649373342841516,0.003958504523256782,0.003445643594016035,0.004230217765268568,0.004336646390842835,0.0026095635341259814,0.0032024925334612556,0.002927133227852821,0.0022414480486556703,0.003456628125586245,0.004606274696599423,0.002864411082162501,0.0028403527518324613,0.003963004139895639,0.038404601506274186,0.15273131400583054,0.004449885972693057,0.002100627184617347,0.002916330290716268,0.0024151577068333104,0.004331434532586601,0.0029634200388597826,0.004703487788090922,0.004343423345061512,0.004442769197912057,0.0024656616500634714,0.004162084276336604,0.02067367491455984,0.0031323315419569367,0.002507250701201024,0.003404418190203793,0.0025855889719976436,0.0028345293709083914,0.0031832752058818673,0.002551119183221986,0.003523300164382894,0.28320588791699974,0.21075479250730403,0.004236842952557613,0.12046361600406157,0.0035646122849752647,0.0026967797944249788,0.002928756654572937,0.004322121652900126
-87.923,30.521,0.0049516990076844715,0.0052007211290163655,0.004642822973965096,0.00391644506424349,0.004412112115253345,0.004379269554155666,0.00456669464483705,0.004332131077151075,0.005376835524347124,0.005123184616934699,0.004466511521771785,0.006429252046468592,0.0051110914418304185,0.0037605635434422927,0.0038557783032177845,0.005263967980703371,0.005290330333309355,0.005306322917222616,0.004220182264327884,0.004701190188405894,0.0041587241239993645,0.004049149418665873,0.004099440694913725,0.006074741713400953,0.00467745476193399,0.0045231094849358605,0.00529992266466726,0.031289229625723114,0.13483382304065947,0.006931984175741947,0.0035585390032231894,0.00401705505521908,0.003922249101487531,0.00432975168212317,0.004132570950145181,0.006128290028314216,0.005507596287440329,0.0046714055083534435,0.004648632243108036,0.003937781135751532,0.014000400306462397,0.0043378342923040625,0.00379046360922424,0.004422761629491464,0.004607652365942146,0.004109027344645914,0.003527697340042999,0.00410818988672362,0.004234194170227361,0.1929450196658845,0.22696298324445688,0.033955326742445356,0.1349736579803086,0.004916038900090769,0.004370524168511979,0.004113117444242691,0.004526553960899385
-87.944,30.227,0.0022213789848139053,0.0024341042760904485,0.0023506503307733763,0.0024290442137552284,0.0024034088832876827,0.002149436070803106,0.0024093553654016093,0.002535368073754255,0.002328044143926033,0.002429396533763241,0.0025903822715934908,0.0024067979992126714,0.0023774782257097475,0.0022817736300525322,0.002264446544645364,0.002541741881961799,0.003876586214377518,0.003271775858449521,0.002354823300956871,0.0024615138345826675,0.0023893240509361394,0.0021851649025779454,0.0022983315735901613,0.0062705514924995326,0.003054753761859711,0.002791220215301529,0.004265451830138055,0.042917568385018576,0.22022181526548545,0.0030201206396056127,0.002257854554875334,0.0028026740627892024,0.0021725213029268517,0.00310624865454879,0.0021254185264609256,0.0024205488347636877,0.0023183283583073705,0.002671260186152169,0.0019312532237643891,0.0026278173976217283,0.005278989039944696,0.0023740345116419967,0.002611205952947067,0.0024251438320243915,0.0025049968480899414,0.0023392081588669953,0.002530478241804564,0.002228806530940171,0.0022225742527646193,0.0797683924171995,0.2969799748139823,0.016459892179010317,0.20875077148407992,0.002890280092648719,0.002257548683088835,0.0022277873235809144,0.002184181780250848
-88.156,30.324,0.004445539275214011,0.005474631888303378,0.00461924732550265,0.004378755082607219,0.004989352361007904,0.004870048359844744,0.004490688101450685,0.005042083105360594,0.004568964177706605,0.005048570780003264,0.00503154169153337,0.0052578202054442335,0.005308997151194677,0.004738132821451991,0.004744028326910656,0.0048581488793249935,0.006288011556124338,0.004653336217716143,0.004610043797081898,0.004826854575569796,0.0043567023358673075,0.003704589163119797,0.004708083703026004,0.00862228344677095,0.005221636641885199,0.0055719270511160445,0.006071578911296345,0.03825691690460701,0.17591758123176957,0.005940046000274052,0.004116062829626666,0.004834046609641722,0.004021797342203949,0.005383758810125254,0.004288109614067768,0.005241339802036813,0.005178457163213191,0.004958164626242197,0.004516245616436861,0.004632431165707321,0.009693812645608582,0.004413625981917657,0.004479680935333525,0.004264285083242447,0.004706059495160411,0.004332579249428264,0.005056887218684145,0.004654369210177083,0.00423197975908925,0.09442140938994119,0.2553196558007205,0.08693977380270737,0.09322939713752329,0.005846159424258203,0.0050089286419701656,0.0048231105743012275,0.004791731001549535
-88.063,30.615,0.002601870869745898,0.002626719746675577,0.0025807292160339654,0.002690637653455214,0.002754139470824149,0.0024156534158358946,0.002533131504134826,0.0027637116992167503,0.002450229368047504,0.0025561031074893435,0.0028555561343342572,0.0026273054885608015,0.0031687605522391243,0.0024461527951211252,0.0025994024774645885,0.0026165723681289416,0.00430754589660679,0.0034524965265778193,0.002488562036021394,0.0026203515120824506,0.002526863598263497,0.002513949499630399,0.002577413851008258,0.00616619426471229,0.0031553313113788658,0.0029707252272398493,0.004627166104374294,0.05500400293172393,0.23814212891737413,0.0033174195516887223,0.002369630297643456,0.0028737434428322732,0.0024874186884752333,0.0034582470984644014,0.0022012729029593264,0.002654723981776281,0.002623894220155333,0.002830700847851525,0.002263555322901859,0.0025619204499425425,0.0039098019127675855,0.0026762528047648043,0.0031119725999357974,0.0026772322501149182,0.0026072502669824203,0.002558848356046373,0.0025131323236386146,0.0024037912928421587,0.0024338171633555726,0.04655659520706873,0.3152798522381881,0.07298696375234927,0.12723814811996398,0.002679968746145529,0.00259780304564937,0.0025361484777441587,0.002750487093449627
-88.031,30.679,0.0024210817429390756,0.002537457153337458,0.002385258042398282,0.0025415701608432206,0.002753724436425209,0.002348915375573651,0.0023416579562761716,0.0025004664146137216,0.0022017607441761917,0.0024782422603501575,0.0026969156025543396,0.0024335871301579422,0.0032668890805154036,0.00239439385768833,0.0022064512968775155,0.002302242388103488,0.0043115221897368555,0.003263075262612032,0.002290598665035879,0.0024030377973468776,0.0022698048427275412,0.002309571483294336,0.0022935897043153777,0.005942035230380603,0.0025970387092949135,0.002942870101784424,0.004640529794724967,0.059206378624087314,0.24880752466737613,0.0031339764154620273,0.00236102395450647,0.003027816732018055,0.0026612819235244146,0.003889717517628641,0.00224497711521837,0.0024334317186849325,0.0024134821943863475,0.0026507466551663425,0.002358998508426904,0.0022279128035658513,0.003386732123104458,0.0024857207591194013,0.0032636093665923856,0.0024896375972801327,0.0025621771282333607,0.0025154411176180956,0.0024813106611086223,0.0024408407769074612,0.0023901977611779962,0.028302498670167823,0.3172724336790525,0.1261633515881157,0.0811774926959789,0.0024501999238831316,0.002275918370766232,0.002254749006240811,0.0035961325205172406
-88.443,30.329,0.0038076033754969726,0.0034144475076402334,0.0034106162316715396,0.003990560117659296,0.0040162476108576125,0.004704844211019275,0.003262945053953209,0.0038561339366958106,0.003875191400744562,0.003316907816859695,0.003730182822633782,0.004807832128979832,0.006173363411460597,0.0029896251558641724,0.0035969812902430284,0.00381498721996971,0.004317318279359558,0.0039641708690847065,0.002667306444695502,0.006115516494263213,0.004391145252951848,0.004156798734122574,0.004256290086878704,0.004664248103764964,0.0029824663692276255,0.0028308975378158597,0.005977557736589757,0.03653721425908573,0.155456019692642,0.004640861567257291,0.0029059584172424174,0.0036955365580982526,0.0029915549959806218,0.005230696043240731,0.0037495942170816237,0.0035847301262741803,0.004305927220078184,0.0033474330900017117,0.003747846274055831,0.002763787282898611,0.00860087875692467,0.003311875726705172,0.004297640604935643,0.003083802934799271,0.00477760584275913,0.0033341234525057868,0.0034917015161366133,0.0031080112438719477,0.003300146072738159,0.10430296841430886,0.21325503376807736,0.26244020474651397,0.025289769787268053,0.0033720814241030976,0.0037367272600828693,0.004359609223656322,0.003888474280172115
