mean_test_score,n_estimators,min_samples_split,max_depth,bootstrap
0.6698147608913682,255,2,30,False
0.669312738329714,230,2,30,False
0.6689906428661466,300,4,30,False
0.6688735607187954,300,4,40,False
0.6688694809895823,300,4,90,False
0.6688694809895823,300,4,60,False
0.6688694809895823,300,4,100,False
0.6688694809895823,300,4,50,False
0.6688694809895823,300,4,70,False
0.6688694809895823,300,4,80,False
0.6687612376867805,270,6,20,False
0.6687158790314509,150,2,30,False
0.6687051714799302,270,2,30,False
0.6686009582626534,300,4,20,False
0.6685815744048001,255,6,20,False
0.6685782984957133,270,4,30,False
0.6684773974593561,140,2,30,False
0.6684445040072831,150,8,30,False
0.6684196067657494,160,2,30,False
0.6683789096848598,150,8,50,False
0.6683789096848598,150,8,100,False
0.6683789096848598,150,8,70,False
0.6683789096848598,150,8,40,False
0.6683789096848598,150,8,90,False
0.6683789096848598,150,8,60,False
0.6683789096848598,150,8,80,False
0.6683731097013895,270,4,40,False
0.668368602948685,270,4,70,False
0.668368602948685,270,4,90,False
0.668368602948685,270,4,60,False
0.668368602948685,270,4,100,False
0.668368602948685,270,4,80,False
0.668368602948685,270,4,50,False
0.6682667176701694,300,2,20,False
0.6682131628074761,255,4,30,False
0.6681887127210873,255,2,20,False
0.6681702388160786,270,4,20,False
0.668167467222163,255,4,20,False
0.6681564937504781,255,2,60,False
0.6681564937504781,255,2,90,False
0.6681564937504781,255,2,100,False
0.6681564937504781,255,2,70,False
0.6681564937504781,255,2,50,False
0.6681564937504781,255,2,80,False
0.6681563816617923,255,2,40,False
0.6681101818671973,300,2,30,False
0.668070200748056,255,4,40,False
0.6680662558921193,150,4,20,False
0.6680658140495035,255,4,70,False
0.6680658140495035,255,4,60,False
0.6680658140495035,255,4,100,False
0.6680658140495035,255,4,90,False
0.6680658140495035,255,4,80,False
0.6680658140495035,255,4,50,False
0.6680006908912595,140,4,20,False
0.6679954532020831,140,8,30,False
0.6679905010895253,140,8,60,False
0.6679905010895253,140,8,50,False
0.6679905010895253,140,8,70,False
0.6679905010895253,140,8,80,False
0.6679905010895253,140,8,100,False
0.6679905010895253,140,8,90,False
0.6679905010895253,140,8,40,False
0.6679198612878864,160,8,50,False
0.6679198612878864,160,8,90,False
0.6679198612878864,160,8,60,False
0.6679198612878864,160,8,40,False
0.6679198612878864,160,8,100,False
0.6679198612878864,160,8,80,False
0.6679198612878864,160,8,70,False
0.66789098629269,300,8,90,False
0.66789098629269,300,8,100,False
0.66789098629269,300,8,80,False
0.66789098629269,300,8,60,False
0.66789098629269,300,8,50,False
0.66789098629269,300,8,40,False
0.66789098629269,300,8,70,False
0.6678868959892342,230,8,60,False
0.6678868959892342,230,8,50,False
0.6678868959892342,230,8,40,False
0.6678868959892342,230,8,70,False
0.6678868959892342,230,8,80,False
0.6678868959892342,230,8,90,False
0.6678868959892342,230,8,100,False
0.6678817077925794,160,4,20,False
0.6678713421757412,160,8,30,False
0.6678068928052858,255,8,50,False
0.6678068928052858,255,8,100,False
0.6678068928052858,255,8,40,False
0.6678068928052858,255,8,80,False
0.6678068928052858,255,8,90,False
0.6678068928052858,255,8,60,False
0.6678068928052858,255,8,70,False
0.6677831948817281,230,6,20,False
0.667738747711317,230,4,20,False
0.6676483346622145,300,6,20,False
0.6675796188430518,140,6,20,False
0.6675571717642412,150,6,20,False
0.6675120750788315,270,2,20,False
0.6674994514014824,230,2,40,False
0.6674983617177375,230,2,80,False
0.6674983617177375,230,2,90,False
0.6674983617177375,230,2,50,False
0.6674983617177375,230,2,100,False
0.6674983617177375,230,2,60,False
0.6674983617177375,230,2,70,False
0.6673951186014129,180,2,30,False
0.6673500850340021,200,2,30,False
0.6673260291414389,160,6,20,False
0.6673071018319126,270,2,40,False
0.6673067103249812,270,2,60,False
0.6673067103249812,270,2,90,False
0.6673067103249812,270,2,50,False
0.6673067103249812,270,2,70,False
0.6673067103249812,270,2,100,False
0.6673067103249812,270,2,80,False
0.6672927679618266,270,8,60,False
0.6672927679618266,270,8,50,False
0.6672927679618266,270,8,100,False
0.6672927679618266,270,8,90,False
0.6672927679618266,270,8,80,False
0.6672927679618266,270,8,40,False
0.6672927679618266,270,8,70,False
0.6672812859184248,300,8,30,False
0.6672286301902244,300,2,80,False
0.6672286301902244,300,2,50,False
0.6672286301902244,300,2,100,False
0.6672286301902244,300,2,70,False
0.6672286301902244,300,2,60,False
0.6672286301902244,300,2,90,False
0.6672207392498777,300,2,40,False
0.6670998454990151,230,2,20,False
0.6670725923752497,230,8,30,False
0.6670703145540117,255,8,30,False
0.6669964862391297,200,6,20,False
0.6669412373835915,170,2,30,False
0.6668235872488693,150,2,70,False
0.6668235872488693,150,2,60,False
0.6668235872488693,150,2,80,False
0.6668235872488693,150,2,50,False
0.6668235872488693,150,2,90,False
0.6668235872488693,150,2,100,False
0.666822176343636,150,2,40,False
0.6668112368587209,160,4,40,False
0.6668016765918455,160,4,70,False
0.6668016765918455,160,4,80,False
0.6668016765918455,160,4,90,False
0.6668016765918455,160,4,60,False
0.6668016765918455,160,4,100,False
0.6668016765918455,160,4,50,False
0.666760180961047,200,4,20,False
0.6667268123685179,200,8,90,False
0.6667268123685179,200,8,70,False
0.6667268123685179,200,8,40,False
0.6667268123685179,200,8,100,False
0.6667268123685179,200,8,80,False
0.6667268123685179,200,8,60,False
0.6667268123685179,200,8,50,False
0.6667201949135165,230,4,40,False
0.6667167867916381,230,4,80,False
0.6667167867916381,230,4,60,False
0.6667167867916381,230,4,50,False
0.6667167867916381,230,4,90,False
0.6667167867916381,230,4,100,False
0.6667167867916381,230,4,70,False
0.666650584801349,180,8,100,False
0.666650584801349,180,8,70,False
0.666650584801349,180,8,90,False
0.666650584801349,180,8,40,False
0.666650584801349,180,8,50,False
0.666650584801349,180,8,60,False
0.666650584801349,180,8,80,False
0.6666342829802827,230,4,30,False
0.6666135396994626,270,8,30,False
0.6666009465746973,170,8,100,False
0.6666009465746973,170,8,90,False
0.6666009465746973,170,8,40,False
0.6666009465746973,170,8,50,False
0.6666009465746973,170,8,60,False
0.6666009465746973,170,8,70,False
0.6666009465746973,170,8,80,False
0.6665520363178126,150,4,40,False
0.6665445147236018,150,4,90,False
0.6665445147236018,150,4,50,False
0.6665445147236018,150,4,70,False
0.6665445147236018,150,4,60,False
0.6665445147236018,150,4,80,False
0.6665445147236018,150,4,100,False
0.6664637251709998,160,2,90,False
0.6664637251709998,160,2,100,False
0.6664637251709998,160,2,80,False
0.6664637251709998,160,2,70,False
0.6664637251709998,160,2,50,False
0.6664637251709998,160,2,60,False
0.6664600299857698,160,2,40,False
0.6663562467928468,180,4,20,False
0.6662320725022252,200,2,40,False
0.6662318722344457,200,2,80,False
0.6662318722344457,200,2,50,False
0.6662318722344457,200,2,70,False
0.6662318722344457,200,2,60,False
0.6662318722344457,200,2,100,False
0.6662318722344457,200,2,90,False
0.6661822391618862,170,8,30,False
0.6660249697904763,160,4,30,False
0.6660098764598474,180,8,30,False
0.6659892611377096,140,2,40,False
0.6659156720411735,180,6,20,False
0.6659100708820361,140,2,50,False
0.6659100708820361,140,2,60,False
0.6659100708820361,140,2,70,False
0.6659100708820361,140,2,100,False
0.6659100708820361,140,2,80,False
0.6659100708820361,140,2,90,False
0.6659057226752301,300,6,80,False
0.6659057226752301,300,6,50,False
0.6659057226752301,300,6,90,False
0.6659057226752301,300,6,100,False
0.6659057226752301,300,6,60,False
0.6659057226752301,300,6,70,False
0.6659055782988121,300,6,40,False
0.665779618894958,200,8,30,False
0.6656822014447146,150,4,30,False
0.6656121590495797,180,2,60,False
0.6656121590495797,180,2,100,False
0.6656121590495797,180,2,90,False
0.6656121590495797,180,2,70,False
0.6656121590495797,180,2,50,False
0.6656121590495797,180,2,80,False
0.6656097248763763,180,2,40,False
0.6655572616457115,255,6,30,False
0.6655528375151862,170,4,20,False
0.6655369579167287,300,6,30,False
0.6654950112604673,170,6,20,False
0.6654118317129816,255,6,60,False
0.6654118317129816,255,6,80,False
0.6654118317129816,255,6,100,False
0.6654118317129816,255,6,90,False
0.6654118317129816,255,6,50,False
0.6654118317129816,255,6,70,False
0.6654116645841639,255,6,40,False
0.6653252976697529,270,6,70,False
0.6653252976697529,270,6,100,False
0.6653252976697529,270,6,80,False
0.6653252976697529,270,6,50,False
0.6653252976697529,270,6,90,False
0.6653252976697529,270,6,60,False
0.665325138193204,270,6,40,False
0.6652929498327411,150,2,20,False
0.6652798969500324,270,6,30,False
0.6652198005020648,170,2,70,False
0.6652198005020648,170,2,90,False
0.6652198005020648,170,2,100,False
0.6652198005020648,170,2,80,False
0.6652198005020648,170,2,50,False
0.6652198005020648,170,2,60,False
0.6652175610450891,170,2,40,False
0.6650921359108241,160,2,20,False
0.6650254373950079,255,10,60,False
0.6650254373950079,255,10,100,False
0.6650254373950079,255,10,90,False
0.6650254373950079,255,10,70,False
0.6650254373950079,255,10,40,False
0.6650254373950079,255,10,80,False
0.6650254373950079,255,10,50,False
0.6650189922704589,140,4,40,False
0.6650080347040918,140,4,80,False
0.6650080347040918,140,4,70,False
0.6650080347040918,140,4,60,False
0.6650080347040918,140,4,50,False
0.6650080347040918,140,4,100,False
0.6650080347040918,140,4,90,False
0.6649131741620604,255,10,30,False
0.6649088461705005,180,2,20,False
0.6648670296703226,255,8,20,False
0.6648659151579702,270,10,100,False
0.6648659151579702,270,10,40,False
0.6648659151579702,270,10,60,False
0.6648659151579702,270,10,50,False
0.6648659151579702,270,10,70,False
0.6648659151579702,270,10,80,False
0.6648659151579702,270,10,90,False
0.6648620770741318,300,10,60,False
0.6648620770741318,300,10,40,False
0.6648620770741318,300,10,50,False
0.6648620770741318,300,10,90,False
0.6648620770741318,300,10,100,False
0.6648620770741318,300,10,70,False
0.6648620770741318,300,10,80,False
0.6648442048386054,150,8,20,False
0.6648336569557024,160,8,20,False
0.6648194792382431,170,2,20,False
0.6647413371405739,270,10,30,False
0.6647158617768898,180,4,40,False
0.6647073909852302,180,4,70,False
0.6647073909852302,180,4,50,False
0.6647073909852302,180,4,100,False
0.6647073909852302,180,4,90,False
0.6647073909852302,180,4,60,False
0.6647073909852302,180,4,80,False
0.6646886888407326,230,6,30,False
0.6646883070723263,230,6,100,False
0.6646883070723263,230,6,60,False
0.6646883070723263,230,6,90,False
0.6646883070723263,230,6,80,False
0.6646883070723263,230,6,50,False
0.6646883070723263,230,6,70,False
0.6646881309314343,230,6,40,False
0.6646797998249083,200,4,40,False
0.6646717801913902,200,4,60,False
0.6646717801913902,200,4,50,False
0.6646717801913902,200,4,100,False
0.6646717801913902,200,4,90,False
0.6646717801913902,200,4,80,False
0.6646717801913902,200,4,70,False
0.6646257271675886,140,2,20,False
0.664622425577065,170,4,40,False
0.6646114827384908,170,4,50,False
0.6646114827384908,170,4,80,False
0.6646114827384908,170,4,90,False
0.6646114827384908,170,4,100,False
0.6646114827384908,170,4,70,False
0.6646114827384908,170,4,60,False
0.6645995951090915,300,10,30,False
0.6645852386165094,140,4,30,False
0.6645761881152941,300,8,20,False
0.6645677227771409,255,12,30,False
0.664554114691497,230,10,30,False
0.664488119609463,270,8,20,False
0.6643036778826105,200,4,30,False
0.664285475480848,230,10,60,False
0.664285475480848,230,10,50,False
0.664285475480848,230,10,100,False
0.664285475480848,230,10,70,False
0.664285475480848,230,10,40,False
0.664285475480848,230,10,80,False
0.664285475480848,230,10,90,False
0.6642784193139137,200,2,20,False
0.6642162057025219,180,4,30,False
0.6641976486861408,255,12,40,False
0.6641976486861408,255,12,80,False
0.6641976486861408,255,12,100,False
0.6641976486861408,255,12,50,False
0.6641976486861408,255,12,90,False
