mean_test_score,n_estimators,min_samples_split,max_depth,bootstrap
0.6568589052175832,140,8,30,False
0.6565682634393687,150,8,30,False
0.6564457858598407,140,6,20,False
0.656433074190761,150,6,20,False
0.6562247927612733,300,6,20,False
0.6561452921766897,270,6,20,False
0.6561259540290989,140,8,90,False
0.6561259540290989,140,8,40,False
0.6561259540290989,140,8,70,False
0.6561259540290989,140,8,50,False
0.6561259540290989,140,8,100,False
0.6561259540290989,140,8,60,False
0.6561259540290989,140,8,80,False
0.6559873147610864,255,6,20,False
0.6557941442051703,160,6,20,False
0.6557380212307831,150,8,70,False
0.6557380212307831,150,8,60,False
0.6557380212307831,150,8,40,False
0.6557380212307831,150,8,100,False
0.6557380212307831,150,8,90,False
0.6557380212307831,150,8,50,False
0.6557380212307831,150,8,80,False
0.6555195483479878,270,8,30,False
0.6553759223893382,160,8,30,False
0.6552510667463477,230,6,20,False
0.6551545799613518,270,8,100,False
0.6551545799613518,270,8,70,False
0.6551545799613518,270,8,60,False
0.6551545799613518,270,8,90,False
0.6551545799613518,270,8,50,False
0.6551545799613518,270,8,80,False
0.6551545799613518,270,8,40,False
0.6551307337066102,300,8,30,False
0.6550542716389952,255,8,30,False
0.6549546246585831,300,8,50,False
0.6549546246585831,300,8,80,False
0.6549546246585831,300,8,60,False
0.6549546246585831,300,8,90,False
0.6549546246585831,300,8,100,False
0.6549546246585831,300,8,70,False
0.6549546246585831,300,8,40,False
0.654766512485858,300,6,30,False
0.6547084405411876,255,8,60,False
0.6547084405411876,255,8,50,False
0.6547084405411876,255,8,100,False
0.6547084405411876,255,8,80,False
0.6547084405411876,255,8,40,False
0.6547084405411876,255,8,90,False
0.6547084405411876,255,8,70,False
0.6546997645977625,160,8,40,False
0.6546997645977625,160,8,60,False
0.6546997645977625,160,8,80,False
0.6546997645977625,160,8,70,False
0.6546997645977625,160,8,100,False
0.6546997645977625,160,8,90,False
0.6546997645977625,160,8,50,False
0.6546794634510558,140,8,20,False
0.6545684015372831,150,4,20,False
0.6545617996550588,150,2,20,False
0.6545100539498927,140,2,20,False
0.6545003760601198,200,6,20,False
0.654449427583524,300,8,20,False
0.6544140016674811,270,6,30,False
0.6543997769365214,255,6,30,False
0.654369834543021,300,6,90,False
0.654369834543021,300,6,50,False
0.654369834543021,300,6,100,False
0.654369834543021,300,6,40,False
0.654369834543021,300,6,80,False
0.654369834543021,300,6,70,False
0.654369834543021,300,6,60,False
0.6543192128408094,230,8,30,False
0.6543162244336125,140,6,30,False
0.6540922970012378,150,8,20,False
0.654067091984242,200,2,20,False
0.6540110848982448,150,6,30,False
0.6538660700620362,230,8,80,False
0.6538660700620362,230,8,90,False
0.6538660700620362,230,8,60,False
0.6538660700620362,230,8,50,False
0.6538660700620362,230,8,70,False
0.6538660700620362,230,8,40,False
0.6538660700620362,230,8,100,False
0.6538604080690597,150,10,30,False
0.6538535605676717,270,8,20,False
0.6538524903548268,180,2,20,False
0.653844674241442,200,8,30,False
0.6538276981882282,255,6,40,False
0.6538276981882282,255,6,100,False
0.6538276981882282,255,6,70,False
0.6538276981882282,255,6,60,False
0.6538276981882282,255,6,80,False
0.6538276981882282,255,6,50,False
0.6538276981882282,255,6,90,False
0.6538167891922082,160,2,20,False
0.6538046959973405,140,6,80,False
0.6538046959973405,140,6,60,False
0.6538046959973405,140,6,50,False
0.6538046959973405,140,6,90,False
0.6538046959973405,140,6,40,False
0.6538046959973405,140,6,100,False
0.6538046959973405,140,6,70,False
0.6537855509342079,270,2,20,False
0.6537649084665399,300,2,20,False
0.6537614408758906,150,10,90,False
0.6537614408758906,150,10,40,False
0.6537614408758906,150,10,50,False
0.6537614408758906,150,10,80,False
0.6537614408758906,150,10,60,False
0.6537614408758906,150,10,70,False
0.6537614408758906,150,10,100,False
0.6537388896951454,140,4,20,False
0.6536945095158444,270,4,30,False
0.6536896977549939,160,4,20,False
0.6536784752654705,170,6,20,False
0.6536679299020207,270,6,80,False
0.6536679299020207,270,6,90,False
0.6536679299020207,270,6,70,False
0.6536679299020207,270,6,100,False
0.6536679299020207,270,6,40,False
0.6536679299020207,270,6,60,False
0.6536679299020207,270,6,50,False
0.6536647626622267,300,10,30,False
0.6536568417671671,170,8,30,False
0.6536539198556885,150,6,60,False
0.6536539198556885,150,6,80,False
0.6536539198556885,150,6,90,False
0.6536539198556885,150,6,40,False
0.6536539198556885,150,6,70,False
0.6536539198556885,150,6,100,False
0.6536539198556885,150,6,50,False
0.6536467994870788,300,10,60,False
0.6536467994870788,300,10,100,False
0.6536467994870788,300,10,90,False
0.6536467994870788,300,10,70,False
0.6536467994870788,300,10,40,False
0.6536467994870788,300,10,50,False
0.6536467994870788,300,10,80,False
0.6536402564182864,180,8,30,False
0.6536361843325491,230,6,30,False
0.6535901004161511,180,6,20,False
0.6535560766013646,160,8,20,False
0.6534439219119179,300,4,20,False
0.6534306404373869,140,10,30,False
0.6534247946136168,300,10,20,False
0.6534224680487781,255,8,20,False
0.6533859645027799,255,2,20,False
0.6533804875761628,160,10,30,False
0.6533505071920906,160,10,60,False
0.6533505071920906,160,10,100,False
0.6533505071920906,160,10,80,False
0.6533505071920906,160,10,90,False
0.6533505071920906,160,10,50,False
0.6533505071920906,160,10,70,False
0.6533505071920906,160,10,40,False
0.6533267233047525,140,10,50,False
0.6533267233047525,140,10,100,False
0.6533267233047525,140,10,90,False
0.6533267233047525,140,10,70,False
0.6533267233047525,140,10,60,False
0.6533267233047525,140,10,80,False
0.6533267233047525,140,10,40,False
0.6533019842423692,300,4,30,False
0.6532765312846933,230,2,20,False
0.6532674523733011,270,4,40,False
0.6532674523733011,270,4,80,False
0.6532674523733011,270,4,50,False
0.6532674523733011,270,4,70,False
0.6532674523733011,270,4,90,False
0.6532674523733011,270,4,60,False
0.6532674523733011,270,4,100,False
0.6532472846731607,270,10,60,False
0.6532472846731607,270,10,80,False
0.6532472846731607,270,10,90,False
0.6532472846731607,270,10,70,False
0.6532472846731607,270,10,40,False
0.6532472846731607,270,10,50,False
0.6532472846731607,270,10,100,False
0.6532393824191397,200,8,80,False
0.6532393824191397,200,8,70,False
0.6532393824191397,200,8,90,False
0.6532393824191397,200,8,60,False
0.6532393824191397,200,8,40,False
0.6532393824191397,200,8,50,False
0.6532393824191397,200,8,100,False
0.6531802996415218,300,4,70,False
0.6531802996415218,300,4,90,False
0.6531802996415218,300,4,40,False
0.6531802996415218,300,4,50,False
0.6531802996415218,300,4,60,False
0.6531802996415218,300,4,100,False
0.6531802996415218,300,4,80,False
0.653169701295454,270,10,30,False
0.6531257369560621,160,6,30,False
0.6531056424708114,170,4,20,False
0.6530890315033249,270,10,20,False
0.6530853178528678,170,8,90,False
0.6530853178528678,170,8,70,False
0.6530853178528678,170,8,50,False
