Feature,Importance
antarctic_temp_threshold,0.26968071594902715
movefactor_s,0.26296114553581734
climate_sensitivity,0.14593570796831395
rf_scale_aerosol,0.08601545415573293
antarctic_lambda,0.025686595940098377
dvbm_s,0.011657711123917338
heat_diffusivity,0.008244469296214836
thermal_alpha,0.006835454280134056
greenland_beta,0.0062957205861456575
temperature_0,0.006052494448039637
antarctic_precip0,0.00571560709510375
antarctic_mu,0.0050401879326493525
greenland_b,0.004580206730430656
rho_greenland,0.004441758250375582
sd_antarctic,0.004362837807103537
rho_gmsl,0.004347122985175944
antarctic_alpha,0.004329009076083846
antarctic_gamma,0.004256030848685014
ocean_heat_0,0.004106515897881103
anto_alpha,0.004105275772826555
thermal_s0,0.0040838759833170864
CO2_diffusivity,0.004026803661090708
rho_glaciers,0.004007568619828657
greenland_alpha,0.00392158557247074
rho_antarctic,0.0038681827400189796
antarctic_kappa,0.0038302484350769116
wvel_s,0.0038285482412419533
antarctic_s0,0.003764591424666543
greenland_v0,0.0037338729503830787
wvpdl_s,0.0037333124060887992
sd_greenland,0.003726517636961283
CO2_fertilization,0.0037135748597251525
sigma_whitenoise_co2,0.003661153285772831
glaciers_s0,0.0036408327380396664
sd_temp,0.0036137147720855006
Q10,0.0035768797895967576
sd_ocean_heat,0.0033692698517671553
antarctic_slope,0.0033640320107862676
vslel_s,0.003353873855774655
CO2_0,0.003345609567220618
anto_beta,0.0033097808270087237
antarctic_runoff_height0,0.0032942668497914465
glaciers_n,0.003238422109227621
N2O_0,0.0032316413473172005
antarctic_c,0.0030709500202487226
vslmult_s,0.003047323640251673
glaciers_beta0,0.003041773163835757
sd_glaciers,0.003020745518546659
antarctic_flow0,0.003017550365317373
rho_temperature,0.0029797814215690058
sd_gmsl,0.0029783167621566394
glaciers_v0,0.0029593280702579646
antarctic_bed_height0,0.002916631171112113
greenland_a,0.0028496906356411276
rho_ocean_heat,0.002765187252771687
alpha0_CO2,0.002760280001028023
antarctic_nu,0.002704260762248248
