Feature,Importance
movefactor_s,0.769151630279803
antarctic_lambda,0.028712616611566044
dvbm_s,0.023455996889820103
rf_scale_aerosol,0.019462116437673354
antarctic_temp_threshold,0.01498020700265557
vslmult_s,0.013006923201889219
climate_sensitivity,0.01154682820943332
greenland_beta,0.007569009019982255
greenland_b,0.00500930879552004
greenland_alpha,0.004176790477218966
greenland_a,0.003702752960862351
temperature_0,0.0033465497719308034
rho_greenland,0.0029234572688771436
antarctic_runoff_height0,0.0028128405517840248
rho_gmsl,0.002563232468657035
antarctic_mu,0.002554669157388395
sd_greenland,0.002506356599490579
anto_alpha,0.002436601305226839
antarctic_precip0,0.0023670182933931867
heat_diffusivity,0.0023635411445159134
ocean_heat_0,0.0022516566530348535
antarctic_alpha,0.0022228251430740902
anto_beta,0.0021956331150812082
sd_ocean_heat,0.00217965546661094
glaciers_beta0,0.0021584638455480576
sd_antarctic,0.002148877257440337
antarctic_slope,0.002131886194504185
sd_gmsl,0.0021285318658431237
greenland_v0,0.002122227858269467
wvel_s,0.002117851224925366
Q10,0.002114332761317651
CO2_0,0.0021063371430489154
antarctic_s0,0.002086646215249619
antarctic_gamma,0.002085743705422752
rho_glaciers,0.002064020294867523
rho_antarctic,0.002061546338131122
vslel_s,0.0020576219635859544
sigma_whitenoise_co2,0.0020505185359649615
rho_ocean_heat,0.002035707127429951
N2O_0,0.0020262284933139866
antarctic_c,0.0020164078829170607
antarctic_bed_height0,0.001999910501604916
glaciers_s0,0.0019887031331090686
alpha0_CO2,0.0019784678221813653
sd_glaciers,0.001969761623148852
antarctic_nu,0.00196160992672609
CO2_diffusivity,0.0019597231006798907
wvpdl_s,0.0019505106700716836
rho_temperature,0.001948099780387934
glaciers_n,0.0019464966972705397
antarctic_kappa,0.0019441863411810908
thermal_s0,0.0019384887438300112
antarctic_flow0,0.0019382322248747972
sd_temp,0.0019196044632070269
glaciers_v0,0.001919476025415083
thermal_alpha,0.0018881156640985918
CO2_fertilization,0.0017374477489438252
