Feature,Importance
dvbm_s,0.4367860823787303
antarctic_lambda,0.10430103306327293
antarctic_temp_threshold,0.09551847941708579
movefactor_s,0.0896857935267418
rf_scale_aerosol,0.06360774877914106
climate_sensitivity,0.0571843763697981
antarctic_mu,0.006835062971767026
greenland_beta,0.006226893184482699
wvpdl_s,0.004828709185027159
rho_greenland,0.004358468823105439
greenland_b,0.00434430763381226
temperature_0,0.0036887475928815703
ocean_heat_0,0.0036804141896338545
thermal_alpha,0.003415821481050596
greenland_alpha,0.0033518597340020757
anto_alpha,0.003172243944068763
rho_antarctic,0.003118538179461073
antarctic_runoff_height0,0.0030788232139050014
antarctic_precip0,0.0030222104441111233
sd_greenland,0.0030104979850277313
rho_gmsl,0.0029679822118297613
greenland_a,0.0028973498967074973
antarctic_flow0,0.002894486793703767
sd_antarctic,0.002845395294561965
vslel_s,0.002751362027901769
rho_glaciers,0.0027498397940480582
greenland_v0,0.002737171695513757
sd_ocean_heat,0.0027326136031290676
thermal_s0,0.002713494268444204
antarctic_alpha,0.002685450658556334
glaciers_n,0.0026704924219007353
sigma_whitenoise_co2,0.002665180500900909
sd_glaciers,0.002642437459684872
CO2_0,0.002635263268500405
Q10,0.0026307319429673998
rho_temperature,0.0026279703144211014
wvel_s,0.002622452042323493
vslmult_s,0.002611582440644081
glaciers_beta0,0.0026004430379316466
antarctic_kappa,0.002584443533046836
antarctic_nu,0.0025824735626125833
sd_gmsl,0.0025738529790672216
heat_diffusivity,0.0025707592324430415
glaciers_v0,0.0025648381518347434
glaciers_s0,0.0025541897556697734
antarctic_slope,0.002547418212569162
rho_ocean_heat,0.0025379619814543475
sd_temp,0.002534816872857574
antarctic_s0,0.00248457190373936
N2O_0,0.002481594574983784
antarctic_bed_height0,0.0024795980577191684
antarctic_c,0.0024794904956186815
antarctic_gamma,0.002477003090851739
alpha0_CO2,0.0024749443804764053
anto_beta,0.0024493823066980957
CO2_diffusivity,0.0024243490771952677
CO2_fertilization,0.0023005000603850234
