Feature,Importance
dvbm_s,0.2942010066648672
antarctic_temp_threshold,0.2604643266381706
climate_sensitivity,0.1762999516165981
rf_scale_aerosol,0.07386320966994969
antarctic_lambda,0.03336184869366973
movefactor_s,0.012592265443689188
temperature_0,0.005413525986697585
greenland_beta,0.005113295038248402
thermal_alpha,0.004981726180723307
antarctic_precip0,0.004660972103009233
heat_diffusivity,0.004425494725806289
rho_gmsl,0.004143416513492763
ocean_heat_0,0.0041209644578414206
wvpdl_s,0.004000223404780305
greenland_b,0.00392713334475142
antarctic_mu,0.003771883528223697
rho_greenland,0.003476283437374548
sd_antarctic,0.0033383004927065407
anto_alpha,0.0032500413554039003
antarctic_runoff_height0,0.0029567460018982833
Q10,0.002933338352469694
greenland_alpha,0.002856752371418102
sd_ocean_heat,0.0028264344334930935
antarctic_flow0,0.0027375086221269203
CO2_diffusivity,0.0026859280233429783
rho_antarctic,0.002667337493994846
glaciers_n,0.0026582773734626676
CO2_fertilization,0.002607705702620257
sd_greenland,0.002599750737055535
rho_ocean_heat,0.0025950417972227047
antarctic_slope,0.002554062677732368
antarctic_alpha,0.002528970275328294
antarctic_s0,0.002524646083096277
antarctic_c,0.0025122568870549655
N2O_0,0.0024925434568470457
antarctic_kappa,0.0024572102224822367
sigma_whitenoise_co2,0.002456086367059412
antarctic_gamma,0.0024499859487815876
greenland_a,0.0024497280611738767
greenland_v0,0.002445479428912872
sd_gmsl,0.00243746635940586
sd_temp,0.0024260190752392287
anto_beta,0.0023888131176856365
glaciers_v0,0.0023859000183593564
thermal_s0,0.0023828917772209805
rho_glaciers,0.002375095450711808
vslmult_s,0.0023651676875347874
glaciers_beta0,0.0023580548097165937
antarctic_nu,0.00235728466071916
alpha0_CO2,0.002356712235668707
CO2_0,0.002346655499465889
rho_temperature,0.002311224518085034
sd_glaciers,0.00229537219849061
vslel_s,0.0022679282362410877
wvel_s,0.0022277156124057137
antarctic_bed_height0,0.002203396882089051
glaciers_s0,0.002112642247382544
