Feature,Importance
antarctic_temp_threshold,0.44681737347251216
movefactor_s,0.38630038758591473
climate_sensitivity,0.08230642712241562
antarctic_lambda,0.052650222520961604
rf_scale_aerosol,0.03103951086443068
temperature_0,0.0006326950100615054
ocean_heat_0,0.00010621982527367119
antarctic_mu,6.77264282980988e-05
vslel_s,3.86198721235791e-05
rho_gmsl,1.824748213860067e-05
CO2_fertilization,1.3873884071363985e-05
rho_greenland,8.695931798350597e-06
rho_temperature,0.0
sd_greenland,0.0
sd_ocean_heat,0.0
antarctic_s0,0.0
glaciers_s0,0.0
glaciers_v0,0.0
greenland_v0,0.0
thermal_s0,0.0
sd_glaciers,0.0
N2O_0,0.0
rho_ocean_heat,0.0
CO2_0,0.0
alpha0_CO2,0.0
sd_antarctic,0.0
rho_antarctic,0.0
sd_gmsl,0.0
sigma_whitenoise_co2,0.0
rho_glaciers,0.0
Q10,0.0
wvpdl_s,0.0
CO2_diffusivity,0.0
antarctic_alpha,0.0
vslmult_s,0.0
dvbm_s,0.0
antarctic_slope,0.0
antarctic_bed_height0,0.0
antarctic_c,0.0
antarctic_runoff_height0,0.0
antarctic_flow0,0.0
antarctic_kappa,0.0
antarctic_precip0,0.0
antarctic_nu,0.0
antarctic_gamma,0.0
heat_diffusivity,0.0
anto_beta,0.0
anto_alpha,0.0
glaciers_n,0.0
glaciers_beta0,0.0
greenland_beta,0.0
greenland_alpha,0.0
greenland_b,0.0
greenland_a,0.0
thermal_alpha,0.0
wvel_s,0.0
sd_temp,0.0
