mean_test_score,n_estimators,min_samples_split,max_depth,bootstrap
0.7452886415613046,160,2,90,False
0.7452886415613046,160,2,80,False
0.7452886415613046,160,2,50,False
0.7452886415613046,160,2,60,False
0.7452886415613046,160,2,70,False
0.7452886415613046,160,2,100,False
0.7452482030153144,160,2,40,False
0.7446190768241012,170,2,80,False
0.7446190768241012,170,2,70,False
0.7446190768241012,170,2,90,False
0.7446190768241012,170,2,60,False
0.7446190768241012,170,2,50,False
0.7446190768241012,170,2,100,False
0.7445799375081448,170,2,40,False
0.7445703782439062,160,2,20,False
0.7443676769685171,270,4,30,False
0.7440789223704761,160,2,30,False
0.7439887156215201,270,4,80,False
0.7439887156215201,270,4,70,False
0.7439887156215201,270,4,60,False
0.7439887156215201,270,4,50,False
0.7439887156215201,270,4,100,False
0.7439887156215201,270,4,90,False
0.7439669708470535,270,4,40,False
0.7439660201596928,170,2,20,False
0.7437967390802271,180,2,100,False
0.7437967390802271,180,2,80,False
0.7437967390802271,180,2,70,False
0.7437967390802271,180,2,90,False
0.7437967390802271,180,2,60,False
0.7437967390802271,180,2,50,False
0.7437596523349261,180,2,40,False
0.743708873025789,160,4,30,False
0.7436939575852746,255,4,30,False
0.7435452636952414,300,4,30,False
0.7433878708517951,180,2,20,False
0.7433399770236899,270,2,20,False
0.7432577971211219,140,2,20,False
0.7432540511579153,160,6,30,False
0.7432505656898551,300,4,100,False
0.7432505656898551,300,4,50,False
0.7432505656898551,300,4,80,False
0.7432505656898551,300,4,90,False
0.7432505656898551,300,4,70,False
0.7432505656898551,300,4,60,False
0.743230807325758,300,4,40,False
0.7432028968359639,200,2,50,False
0.7432028968359639,200,2,70,False
0.7432028968359639,200,2,80,False
0.7432028968359639,200,2,60,False
0.7432028968359639,200,2,100,False
0.7432028968359639,200,2,90,False
0.7432018471995118,255,4,60,False
0.7432018471995118,255,4,80,False
0.7432018471995118,255,4,50,False
0.7432018471995118,255,4,90,False
0.7432018471995118,255,4,100,False
0.7432018471995118,255,4,70,False
0.7431790600685764,255,4,40,False
0.7431676920357827,200,2,40,False
0.7429892164806791,170,2,30,False
0.7429837651440316,170,4,30,False
0.7429738209244355,200,2,20,False
0.742924837024353,140,2,80,False
0.742924837024353,140,2,70,False
0.742924837024353,140,2,100,False
0.742924837024353,140,2,90,False
0.742924837024353,140,2,60,False
0.742924837024353,140,2,50,False
0.7429230401113028,270,6,30,False
0.7428783785700933,140,2,40,False
0.742865969002479,150,2,80,False
0.742865969002479,150,2,70,False
0.742865969002479,150,2,60,False
0.742865969002479,150,2,100,False
0.742865969002479,150,2,50,False
0.742865969002479,150,2,90,False
0.7428215202650663,150,2,40,False
0.742769409809042,150,2,20,False
0.7427483461554008,270,2,50,False
0.7427483461554008,270,2,100,False
0.7427483461554008,270,2,90,False
0.7427483461554008,270,2,80,False
0.7427483461554008,270,2,70,False
0.7427483461554008,270,2,60,False
0.7427217843134384,270,2,40,False
0.7427047642409591,255,2,20,False
0.7426596414691963,230,2,20,False
0.7426418892822371,200,4,30,False
0.7426099237566918,300,2,20,False
0.7426003811199398,160,6,60,False
0.7426003811199398,160,6,90,False
0.7426003811199398,160,6,50,False
0.7426003811199398,160,6,100,False
0.7426003811199398,160,6,80,False
0.7426003811199398,160,6,40,False
0.7426003811199398,160,6,70,False
0.7425768000754464,150,2,30,False
0.7425615703915354,270,6,40,False
0.7425615703915354,270,6,100,False
0.7425615703915354,270,6,50,False
0.7425615703915354,270,6,90,False
0.7425615703915354,270,6,70,False
0.7425615703915354,270,6,80,False
0.7425615703915354,270,6,60,False
0.7425465250549115,255,6,30,False
0.7425312496225311,270,4,20,False
0.7424819623747229,140,2,30,False
0.7424606141840779,170,6,30,False
0.7422271193263558,300,8,30,False
0.7422269996179771,180,4,30,False
0.7422058653174008,300,2,80,False
0.7422058653174008,300,2,50,False
0.7422058653174008,300,2,90,False
0.7422058653174008,300,2,100,False
0.7422058653174008,300,2,60,False
0.7422058653174008,300,2,70,False
0.7421824753648789,300,2,40,False
