Feature,Importance
dvbm_s,0.699440679006217
antarctic_lambda,0.06006971723010769
movefactor_s,0.042711351804230135
rf_scale_aerosol,0.03989101411862802
climate_sensitivity,0.029992861628293222
antarctic_temp_threshold,0.02779131334010461
wvpdl_s,0.005748438486565903
greenland_beta,0.004972819380940424
antarctic_mu,0.0038353952636303004
greenland_b,0.003120196591432532
rho_greenland,0.0027083754146600414
temperature_0,0.002686345337430181
greenland_alpha,0.0022900320092620247
antarctic_runoff_height0,0.002289967893254719
greenland_a,0.0022012807109420118
thermal_alpha,0.002040041921618683
antarctic_precip0,0.002014409408845142
anto_alpha,0.0019788272906532886
ocean_heat_0,0.001975101331616758
rho_antarctic,0.001932067850662452
rho_gmsl,0.001860475007204261
sd_antarctic,0.001843242104662078
sd_greenland,0.0018221171530643286
antarctic_flow0,0.001815162813730581
antarctic_alpha,0.0017622454942833256
Q10,0.0017280382170699648
thermal_s0,0.0016964519391903538
antarctic_nu,0.0016946225128455451
wvel_s,0.0016938695459698654
CO2_0,0.001674783633969622
sigma_whitenoise_co2,0.001660179953631721
heat_diffusivity,0.0016569801694772803
greenland_v0,0.0016564384085112822
sd_glaciers,0.0016472621580803353
glaciers_beta0,0.0016325257534690043
sd_ocean_heat,0.0016269792437046888
antarctic_slope,0.0016236197674148617
vslel_s,0.00161038833601518
vslmult_s,0.001610281634437999
sd_gmsl,0.001602833578182477
glaciers_n,0.0016028020141834172
rho_temperature,0.001596041569120433
alpha0_CO2,0.0015866988643138764
rho_glaciers,0.0015860465220523198
antarctic_kappa,0.0015846008661539103
antarctic_c,0.0015814618748367034
rho_ocean_heat,0.0015680308149535126
N2O_0,0.0015586280714867413
CO2_fertilization,0.0015532276707208388
antarctic_gamma,0.0015491623011338852
sd_temp,0.0015490541501933968
anto_beta,0.0015444538237456916
glaciers_v0,0.0015234682768429106
CO2_diffusivity,0.0015221776418167584
antarctic_bed_height0,0.0015151838948432043
antarctic_s0,0.0014946465234613874
glaciers_s0,0.0014755816761310438
