Feature,Importance
dvbm_s,0.5049930257951619
antarctic_temp_threshold,0.1619065411939592
climate_sensitivity,0.13939812787358766
rf_scale_aerosol,0.05016382886615276
antarctic_lambda,0.02228268725259999
movefactor_s,0.016630367576217896
thermal_alpha,0.004107073465682002
temperature_0,0.0036781106725847345
greenland_beta,0.003528700885363506
wvpdl_s,0.003143768211608067
antarctic_precip0,0.0028300449440671065
heat_diffusivity,0.0026954872374673395
antarctic_mu,0.0025844204617555618
rho_greenland,0.0025822270494960764
greenland_b,0.002532508103815114
ocean_heat_0,0.002523069931325017
Q10,0.002344581379133444
rho_gmsl,0.0022695296356116056
sd_antarctic,0.002100020755925934
greenland_alpha,0.0020998188023277596
anto_alpha,0.0020883386470554374
antarctic_runoff_height0,0.001924414400166526
sd_greenland,0.0019193533160023447
glaciers_n,0.0019065454724900065
antarctic_flow0,0.0018701046649634069
rho_antarctic,0.0018567241808932207
sd_ocean_heat,0.0018548596607975982
CO2_diffusivity,0.001849759852337232
CO2_fertilization,0.0018492447231453434
antarctic_c,0.001843083886189187
antarctic_slope,0.0018372963808649953
thermal_s0,0.0018264820428014433
greenland_a,0.001812692409684824
glaciers_beta0,0.0017928774256665675
antarctic_alpha,0.0017842508756848521
anto_beta,0.0017764549710347186
vslmult_s,0.0017642947222460978
rho_ocean_heat,0.0017545086066016945
antarctic_s0,0.0017517378794347407
wvel_s,0.0017479645323774577
rho_temperature,0.001744453507498853
glaciers_v0,0.0017435277111436144
CO2_0,0.0017426323196035483
antarctic_nu,0.0017406780397012168
alpha0_CO2,0.0017245015460095137
greenland_v0,0.0017221981257073901
antarctic_kappa,0.0017202300041795596
sd_glaciers,0.0017181160681444504
rho_glaciers,0.0017145044406846137
sd_gmsl,0.0017035695257961358
N2O_0,0.0016890730275869019
vslel_s,0.001678014462886307
sigma_whitenoise_co2,0.0016748096859793198
antarctic_gamma,0.0016614070396794877
antarctic_bed_height0,0.0016315985010327942
sd_temp,0.0016019469738601782
glaciers_s0,0.0015838102762256352
