Feature,Importance
dvbm_s,0.7994175149837366
climate_sensitivity,0.03562660783984891
rf_scale_aerosol,0.033298950704361265
movefactor_s,0.02644057479784318
antarctic_temp_threshold,0.02327157781363678
thermal_alpha,0.005071637940927134
greenland_beta,0.0030530314345116917
temperature_0,0.0029873390640369917
antarctic_precip0,0.002934766053574425
heat_diffusivity,0.002227356568412883
greenland_b,0.0019786736390152377
wvpdl_s,0.0019325668394501354
rho_gmsl,0.0019212180530090077
anto_alpha,0.0018339050152814608
rho_antarctic,0.0018211153500409508
sd_antarctic,0.0018192837167037672
CO2_diffusivity,0.0017042133415500016
greenland_alpha,0.0016622185077939957
rho_greenland,0.0016404048629558312
antarctic_runoff_height0,0.0015993965072024332
ocean_heat_0,0.0015991287335532106
sd_ocean_heat,0.0015893343339228685
antarctic_slope,0.001589119617132385
glaciers_n,0.0015699929819332995
rho_glaciers,0.0015617011419102893
thermal_s0,0.0015348283581604468
antarctic_kappa,0.0014840370076752642
antarctic_flow0,0.0014749543273481099
antarctic_c,0.0014731821546571714
CO2_fertilization,0.0014635380972474494
antarctic_mu,0.001430534334082919
antarctic_lambda,0.0014276229905989962
Q10,0.0013946633876847788
greenland_a,0.0013731888601172257
antarctic_alpha,0.0013585197713241147
rho_temperature,0.0013406988986831214
N2O_0,0.0013137278694653144
vslmult_s,0.0012989933759506326
antarctic_bed_height0,0.00122476997457538
sd_gmsl,0.001221703555358963
sigma_whitenoise_co2,0.0011980139274254072
glaciers_v0,0.0011967524341300205
antarctic_s0,0.0011890612573067863
glaciers_beta0,0.0011692130204164165
vslel_s,0.0011539428331741293
glaciers_s0,0.0011443741402321639
CO2_0,0.0011353328789558152
alpha0_CO2,0.0011215956229377602
sd_glaciers,0.0011087293007566782
anto_beta,0.001100626498209175
greenland_v0,0.0010969864252226543
sd_greenland,0.0010969646769833665
rho_ocean_heat,0.0010877099323350022
wvel_s,0.0010859768425690644
antarctic_nu,0.0010827854180088796
antarctic_gamma,0.0010462032384626742
sd_temp,0.0010191387475995083
