mean_test_score,n_estimators,min_samples_split,max_depth,bootstrap
0.7362547723784426,270,2,70,False
0.7362547723784426,270,2,60,False
0.7362547723784426,270,2,100,False
0.7362547723784426,270,2,80,False
0.7362547723784426,270,2,50,False
0.7362547723784426,270,2,90,False
0.7361513182189491,270,2,30,False
0.7361154557242319,270,2,40,False
0.7360881476879261,160,4,30,False
0.7358116122662863,200,4,30,False
0.7357926620941212,255,2,50,False
0.7357926620941212,255,2,80,False
0.7357926620941212,255,2,70,False
0.7357926620941212,255,2,60,False
0.7357926620941212,255,2,100,False
0.7357926620941212,255,2,90,False
0.7356444401452567,255,2,40,False
0.7355162859350546,170,4,30,False
0.7354925445770848,180,4,30,False
0.7354633130202621,160,4,70,False
0.7354633130202621,160,4,100,False
0.7354633130202621,160,4,60,False
0.7354633130202621,160,4,90,False
0.7354633130202621,160,4,40,False
0.7354633130202621,160,4,50,False
0.7354633130202621,160,4,80,False
0.7353851018018024,270,4,30,False
0.7353741172861713,255,2,30,False
0.7352555351181402,255,4,30,False
0.7351851173933165,200,4,100,False
0.7351851173933165,200,4,90,False
0.7351851173933165,200,4,60,False
0.7351851173933165,200,4,70,False
0.7351851173933165,200,4,80,False
0.7351851173933165,200,4,40,False
0.7351851173933165,200,4,50,False
0.735121802763853,230,2,30,False
0.7351097815227995,300,2,90,False
0.7351097815227995,300,2,100,False
0.7351097815227995,300,2,60,False
0.7351097815227995,300,2,80,False
0.7351097815227995,300,2,70,False
0.7351097815227995,300,2,50,False
0.7351030055089826,200,2,80,False
0.7351030055089826,200,2,60,False
0.7351030055089826,200,2,90,False
0.7351030055089826,200,2,50,False
0.7351030055089826,200,2,100,False
0.7351030055089826,200,2,70,False
0.7350921549811261,180,2,80,False
0.7350921549811261,180,2,100,False
0.7350921549811261,180,2,40,False
0.7350921549811261,180,2,50,False
0.7350921549811261,180,2,90,False
0.7350921549811261,180,2,70,False
0.7350921549811261,180,2,60,False
0.7350093180977455,170,4,50,False
