mean_test_score,n_estimators,min_samples_split,max_depth,bootstrap
0.7950490182707962,160,2,25,False
0.7948346425474051,270,2,30,False
0.7946505692357686,270,2,25,False
0.7946264640173972,170,2,25,False
0.7945200122443165,270,2,50,False
0.7945200122443165,270,2,55,False
0.7945200122443165,270,2,45,False
0.7945200122443165,270,2,60,False
0.7945110100696324,270,2,40,False
0.7944423333563264,350,2,30,False
0.7944203511349215,270,2,35,False
0.7943747957862162,350,6,20,False
0.7943385076195195,325,6,20,False
0.7942727278280349,350,2,35,False
0.7942458291039234,350,2,45,False
0.7942458291039234,350,2,55,False
0.7942458291039234,350,2,50,False
0.7942458291039234,350,2,60,False
0.7942393497821085,350,2,40,False
0.794168425230769,300,2,25,False
0.7941352250196851,325,2,30,False
0.7940692397776392,270,6,20,False
0.7940676078964316,325,2,60,False
0.7940676078964316,325,2,50,False
0.7940676078964316,325,2,55,False
0.7940676078964316,325,2,45,False
0.7940606786910238,325,2,40,False
0.7939690621205977,325,2,35,False
0.7938938925939796,325,2,25,False
0.7938440021445305,300,2,30,False
0.7938410978294265,300,2,60,False
0.7938410978294265,300,2,50,False
0.7938410978294265,300,2,55,False
0.7938410978294265,300,2,45,False
0.7938337803265986,300,2,40,False
0.7938108707254705,255,2,30,False
0.793796487076856,160,6,20,False
0.7937854802974137,350,2,25,False
0.7937427277854983,160,2,30,False
0.7937394418445329,300,2,35,False
0.7937236597822082,255,2,25,False
0.7937152821203682,350,6,40,False
0.7937152821203682,350,6,55,False
0.7937152821203682,350,6,60,False
0.7937152821203682,350,6,50,False
0.7937152821203682,350,6,45,False
0.7937048477770368,350,6,35,False
0.7936973803742869,300,6,20,False
0.7936717598905353,150,2,25,False
0.7936493308080005,350,6,25,False
0.7936204180981866,325,6,50,False
0.7936204180981866,325,6,45,False
0.7936204180981866,325,6,60,False
0.7936204180981866,325,6,55,False
0.7936204180981866,325,6,40,False
0.7936183381344699,350,2,20,False
0.7936095102282998,325,6,35,False
0.7936050015182705,325,6,30,False
0.7935933322102293,350,6,30,False
0.7934892245876939,255,2,50,False
0.7934892245876939,255,2,45,False
0.7934892245876939,255,2,60,False
0.7934892245876939,255,2,55,False
0.7934790879380502,255,2,40,False
0.7933872150242425,255,2,35,False
0.7933746921919312,325,6,25,False
0.7933479819711414,255,6,20,False
0.7932630347861271,180,2,25,False
0.7932004085148557,230,2,25,False
0.7931965540931232,160,2,45,False
0.7931965540931232,160,2,60,False
0.7931965540931232,160,2,55,False
0.7931965540931232,160,2,50,False
0.7931855611570018,170,6,20,False
0.7931806385706437,160,2,40,False
0.7931558968626164,160,2,35,False
0.7931513435003349,270,6,30,False
0.7931241406951326,270,2,20,False
0.7931040586122013,200,6,20,False
0.7930828948504958,270,6,50,False
0.7930828948504958,270,6,40,False
0.7930828948504958,270,6,55,False
0.7930828948504958,270,6,60,False
0.7930828948504958,270,6,45,False
0.7930689205518122,270,6,35,False
0.7930208623446318,325,2,20,False
0.7930044532411967,200,2,25,False
0.7929494580007507,180,6,20,False
0.7928615184345763,200,2,30,False
0.7927766363604547,255,6,30,False
0.79275056911518,300,2,20,False
0.7927475786400885,255,6,40,False
0.7927475786400885,255,6,45,False
0.7927475786400885,255,6,55,False
0.7927475786400885,255,6,50,False
0.7927475786400885,255,6,60,False
0.7927400674640063,170,2,30,False
0.7927324894202694,255,6,35,False
0.7926368182700487,230,2,30,False
0.7926094684963065,300,6,30,False
0.792606532904434,300,6,40,False
0.792606532904434,300,6,50,False
0.792606532904434,300,6,55,False
0.792606532904434,300,6,60,False
0.792606532904434,300,6,45,False
0.7926002234220111,150,2,30,False
0.79259470049439,300,6,35,False
0.7924938250272044,140,2,25,False
0.7924234867179767,300,6,25,False
0.7923826625834555,230,6,20,False
0.792369984194128,150,6,20,False
0.7923609365931858,270,6,25,False
0.7923457795492266,180,2,30,False
0.7923192952888342,170,6,30,False
0.7923150714934626,160,6,30,False
0.7923080794378043,255,2,20,False
