Feature,Importance
dvbm_s,0.6554094626841317
climate_sensitivity,0.09768935850650072
antarctic_temp_threshold,0.06957932643528834
rf_scale_aerosol,0.0316844639052666
antarctic_precip0,0.0065454590627950894
movefactor_s,0.005367082672763815
rho_gmsl,0.00483706822633827
greenland_beta,0.004756841268398093
heat_diffusivity,0.004622961931498111
Q10,0.00443547715503758
temperature_0,0.004400116368618205
antarctic_lambda,0.004251565717363163
antarctic_flow0,0.004051026684156399
rho_glaciers,0.003948750814718973
anto_alpha,0.0036507278521107907
CO2_diffusivity,0.0036174364891993476
rho_antarctic,0.003416533642215112
sd_antarctic,0.0033330855121267064
CO2_fertilization,0.0033298587456834215
greenland_b,0.003163219641562013
sd_ocean_heat,0.003153588729369921
antarctic_kappa,0.002903213811416402
sd_gmsl,0.0027318970416971146
antarctic_mu,0.0026865446365816788
wvpdl_s,0.0026814812028334166
antarctic_alpha,0.0026503248597668262
glaciers_n,0.00261630809588458
greenland_alpha,0.0025427250747371223
antarctic_slope,0.002471399463984366
rho_greenland,0.0024461897499760727
anto_beta,0.002445402202206694
N2O_0,0.0023613361399928705
glaciers_s0,0.0023564650620606403
greenland_a,0.002295394315552384
rho_temperature,0.0022777236726990824
antarctic_runoff_height0,0.0022269207823041384
antarctic_bed_height0,0.002125453599475308
antarctic_c,0.0020797060556753118
thermal_s0,0.0020500005412056157
ocean_heat_0,0.0020287079503758707
sd_greenland,0.0019772353521148142
thermal_alpha,0.0019599796857136995
greenland_v0,0.0019420244201942725
glaciers_v0,0.0018640631304187377
alpha0_CO2,0.0018297503001116064
vslmult_s,0.0018051014653967799
rho_ocean_heat,0.0017042496949484448
sigma_whitenoise_co2,0.0016984030450647204
CO2_0,0.0016679966153492402
antarctic_s0,0.00166011241983807
antarctic_gamma,0.0016257918276281953
sd_temp,0.0016247325448693437
sd_glaciers,0.0015519346198544376
vslel_s,0.0015492409835140824
glaciers_beta0,0.0015020999910796882
wvel_s,0.0014971387144243086
antarctic_nu,0.0013195388859115723
