Feature,Importance
dvbm_s,0.5784041693647279
antarctic_lambda,0.10071358882932742
climate_sensitivity,0.08623720897261603
antarctic_temp_threshold,0.07927699660654837
rf_scale_aerosol,0.03472139158317192
movefactor_s,0.016750944048684695
wvpdl_s,0.0071114073295746845
antarctic_mu,0.006389646352617625
greenland_beta,0.00385089071323248
temperature_0,0.002780760960128284
greenland_b,0.002703170127455647
rho_greenland,0.0024940344211906032
thermal_alpha,0.0022556247940086122
greenland_a,0.002155092247278768
sd_greenland,0.002027215992040735
rho_gmsl,0.002013014886358517
antarctic_runoff_height0,0.00200508760019399
ocean_heat_0,0.001976245680008155
heat_diffusivity,0.0019256658866106248
sd_gmsl,0.0019034392325953688
antarctic_precip0,0.0018889166683594895
Q10,0.0018593960095197883
vslel_s,0.0018480572554143053
greenland_alpha,0.0018374073167301312
sd_antarctic,0.0018049270144264741
CO2_0,0.0017810673656083547
antarctic_flow0,0.0017526657962014176
sigma_whitenoise_co2,0.0017465375831013641
anto_alpha,0.0017439080085641524
thermal_s0,0.0017240647253972678
glaciers_n,0.0017198625927892567
antarctic_nu,0.0017148039691686548
antarctic_kappa,0.0017043627384001456
wvel_s,0.0016996432039320286
rho_antarctic,0.0016923003951520544
glaciers_v0,0.0016834792746493888
vslmult_s,0.0016749344443972665
antarctic_alpha,0.001674875817542872
CO2_fertilization,0.0016592472723949345
greenland_v0,0.001658029421267062
alpha0_CO2,0.0016569580123284035
N2O_0,0.0016532905739720404
rho_glaciers,0.0016479051023054073
sd_temp,0.001636826438156675
sd_ocean_heat,0.0016356188634871328
antarctic_c,0.0016350819959467158
anto_beta,0.0016332831764955043
rho_temperature,0.0016185719599834075
sd_glaciers,0.001616493960505149
CO2_diffusivity,0.0016142901507388238
antarctic_slope,0.0016109893639451127
glaciers_beta0,0.001608691833492898
antarctic_bed_height0,0.0016080197830216042
rho_ocean_heat,0.0016024438998329443
antarctic_s0,0.0015868606771173397
glaciers_s0,0.001541036803963354
antarctic_gamma,0.001529554903320657
