Feature,Importance
antarctic_temp_threshold,0.30054270583264203
dvbm_s,0.2402713295527197
climate_sensitivity,0.23520672800121487
antarctic_lambda,0.05594089924391273
rf_scale_aerosol,0.046917419222455986
movefactor_s,0.005048593038597116
Q10,0.004922005853824623
antarctic_mu,0.004499089986051523
heat_diffusivity,0.004378149068132113
wvpdl_s,0.0038942913371335782
greenland_beta,0.003592190714286385
temperature_0,0.003509045581857157
antarctic_precip0,0.0029643089605848705
ocean_heat_0,0.002912904133848269
rho_gmsl,0.002775019400519265
thermal_alpha,0.0025018741066560562
greenland_b,0.002468513912976709
rho_greenland,0.0022969156927261643
CO2_diffusivity,0.0022699228305116934
sd_gmsl,0.002259286128759746
anto_alpha,0.0021978476276023375
sd_antarctic,0.0021833069231493355
antarctic_runoff_height0,0.0021453704065201285
sd_greenland,0.002125908443859507
greenland_alpha,0.002112247856671869
sd_ocean_heat,0.002093883912974167
anto_beta,0.0020598366675103176
greenland_a,0.0020327788108772983
rho_temperature,0.002008356059913854
CO2_fertilization,0.0020046565968767213
rho_antarctic,0.0019866460837770963
antarctic_nu,0.0019841447633257847
rho_glaciers,0.001972692638809895
sd_glaciers,0.0019726428975062244
greenland_v0,0.0019535944482329355
CO2_0,0.001936969058692945
antarctic_flow0,0.0018937996708960842
sigma_whitenoise_co2,0.0018837339892588145
glaciers_n,0.0018810655532556576
antarctic_kappa,0.0018798428033716403
antarctic_c,0.0018765958898790485
antarctic_slope,0.0018540472062507738
rho_ocean_heat,0.0018479698701224577
glaciers_beta0,0.0018356908239080226
antarctic_bed_height0,0.0018339378014406774
vslel_s,0.0018100110086414463
thermal_s0,0.0018067763643169993
N2O_0,0.0018056943489964824
antarctic_alpha,0.0018010086588790177
alpha0_CO2,0.00179179035724163
antarctic_s0,0.0017860861566124748
sd_temp,0.0017768370308543784
vslmult_s,0.0017563365633647438
glaciers_s0,0.0017537870146870102
antarctic_gamma,0.0017480482858808352
glaciers_v0,0.0017219622137632589
wvel_s,0.0017129025926676453
